,sentence_id,word_sequence,passage_id,bin_id_audio,onset,offset,word,prominence_value,boundary_value,prominence_label,surprisal_2gram,surprisal_3gram,surprisal_4gram,surprisal_5gram,surprisal_6gram,surprisal_gpt2,surprisal_bert,sentence_seq,bin_id_video,word_prev,lemma_prev,syllable_num_prev,pos_prev,pos_detail_prev,word_len_prev,surprisal_prev,mean_f0_prev,meaningful_gesture_prev,beat_gesture_prev,gesture_corres_prev,mouth_dist_prev
812,36G,11,36,813,2.88,3.25,watching,0.268,0.358,0,12.2827807685699,13.0442597495785,12.9799226969022,12.9164343658622,12.9164343658621,6.476759,4.13475036621093,2,1784,watching,watch,2,1,VBG,8,7.158154568,496.2628779,0,0,0,0.302
813,36G,12,36,814,3.25,3.35,as,0.557,0,1,5.87757520018078,5.36228917525349,5.36228917525349,5.36228917525349,5.36228917525348,3.8902442,0.0944187715649604,,,,,,,,,,,,,,
814,36G,13,36,815,3.35,3.44,the,0,0.916,0,1.93438346089159,0.751204975030722,0.914901199907184,0.914901199907184,0.914901199907183,2.4713826,0.000771582417655736,,,,,,,,,,,,,,
815,36G,14,36,816,3.44,3.74,sun,1.281,0,1,8.40758749783856,7.42124339746784,7.63179718155494,7.5683088505149,7.5683088505149,5.2168727,0.263019114732742,2,1785,sun,sun,1,1,NN,3,8.914290511,402.31963,0,0,0,0.892
816,36G,15,36,817,3.74,4.18,reached,0.327,0.836,0,8.46947829979616,8.20189602134019,8.69138826484526,8.45083771560564,8.45083771560564,6.755218,0.105170212686061,2,1786,reached,reach,1,1,VBD,7,8.445928982,372.709898,1,0,1,0.328
817,36G,16,36,818,4.18,4.379,its,-0.072,0.13,0,2.79797090126358,3.30485260566745,3.40931453828733,3.34582620724729,3.34582620724728,0.94394886,0.063637837767601,,,,,,,,,,,,,,
818,36G,17,36,819,4.379,4.9,zenith,1.434,1.445,1,8.39115161357763,4.01123302821419,3.4806776995415,3.4806776995415,3.4806776995415,3.288066,0.0000456561174360103,2,1787,zenith,zenith,2,1,NN,6,10.40175531,366.7390938,0,0,0,0.804
819,36G,18,36,820,4.9,5.25,and,-0.088,0,0,5.30980787448939,5.57612695211419,5.773562332437,5.74496765981938,5.74496765981937,0.017067693,0.000297859660349786,,,,,,,,,,,,,,
820,36G,19,36,821,5.25,5.36,the,0.346,0,0,2.48347177385783,3.86473082768899,3.80129053231723,3.80129053231723,3.80129053231723,0.0007260785,0.000232431106269359,,,,,,,,,,,,,,
821,36G,20,36,822,5.36,5.96,muezzin,0.987,0.347,1,15.5921715096875,15.9570515439503,15.5066372773097,15.5066372773097,15.5066372773097,1.3722192,0.0521021671593189,2,1788,muezzin,muezzin,3,1,NN,7,14.89473109,218.7958371,0,0,0,0.884
822,36G,21,36,823,5.96,6.33,began,0.375,0,0,7.311203288557,7.51170581492229,7.44826579404006,7.44826579404006,7.44826579404006,2.630124,0.0402245111763477,2,1789,began,begin,2,1,VBD,5,7.062537257,397.8749157,0,0,0,0.871
823,36G,22,36,824,6.33,6.43,to,0,0.643,0,1.36917533836175,1.8036545268945,1.8036545268945,1.8036545268945,1.80365452689449,7.4551916,0.634346842765808,,,,,,,,,,,,,,
824,36G,23,36,825,6.43,6.78,call,0.123,0,0,7.22275068346367,5.94588521435866,5.97571728579134,5.97571728579134,5.97571728579134,8.097943,1.4882446527481,2,1790,call,call,1,1,VB,4,5.287406311,359.9783554,0,1,1,0.463
825,36G,24,36,826,6.78,6.85,the,1.029,0.119,1,2.80619570563237,1.9208582636393,2.0804386552122,2.00604416879961,2.00604416879961,0.06324637,0.0476098172366619,,,,,,,,,,,,,,
826,36G,25,36,827,6.85,7.44,people,0.622,0.956,1,7.30368941207885,7.14647059120368,6.67067482641954,6.89657202642596,6.83591752532529,0.16245301,1.65514028072357,2,1791,people,people,2,1,NNS,6,6.276636923,361.1152369,0,0,0,0.307
827,36G,26,36,828,7.44,7.63,to,0.107,0.188,0,3.24966840647126,3.59956927242513,3.4552451463448,3.50414518217099,3.44349095555984,3.524059,0.271739780902862,,,,,,,,,,,,,,
828,36G,27,36,829,7.63,8.29,prayers,1.313,0.729,1,13.2528750885831,13.3949618504794,13.5598861415268,13.4343818413021,13.434381841302,0.29708123,0.000349698908394202,2,1792,prayers,prayer,1,1,NNS,7,5.548235269,390.2866367,0,0,0,0.579
829,37G,1,37,830,0.616,0.736,He,0,0,0,5.560502458913,5.56049312626888,5.56049312626888,5.56049312626888,5.56049312626888,5.9491076,1.51959216594696,,,,,,,,,,,,,,
830,37G,2,37,831,0.736,0.91,didnt,1.173,0.206,1,7.32592690711066,7.89719726822303,7.87102963205678,7.87102963205678,7.87102963205678,4.5162334,0.0146546158939599,,,,,,,,,,,,,,
831,37G,3,37,832,0.91,1.14,say,0.108,0,0,0.0703624367500998,0.0202991550273241,0.0958003038926049,0.0917334240817089,0.0917334240817089,0.00075419113,0.000902602914720773,1,1793,say,say,1,1,VB,3,5.986817413,241.5567459,0,0,0,0.89
832,37G,4,37,833,1.14,1.72,anything,1.338,1.541,1,5.13762608018773,4.9850587589399,3.46487588610196,3.57991609634713,3.51926186973599,3.130201,0.00000333785465045366,1,1794,anything,anything,3,1,NN,8,6.796531863,380.3417338,0,0,0,0.189
833,37G,6,37,834,1.92,2.35,Curtius,1.453,0.807,1,2.65601946270708,1.83200764872302,2.35736277319177,2.70194869831689,2.45374977272791,9.035218,0.0536376610398292,2,1795,Curtius, Curtius,,0,NNP,7,,431.626278,0,0,0,
834,37G,7,37,835,2.35,2.61,took,0.214,0,0,16.0182056160012,16.3341364808114,16.2170809684145,16.2659807297511,16.2053262286504,12.658821,0.22502252459526,2,1796,took,take,1,1,VBD,4,6.364170537,376.9310573,1,0,1,0.779
835,37G,8,37,836,2.61,2.78,his,0.915,0.135,1,8.18603876101496,8.35592801873646,8.29248799785424,8.29248799785424,8.29248799785424,6.0054226,0.000115745518996845,,,,,,,,,,,,,,
836,37G,9,37,837,2.78,3.14,drink,0.503,0.661,1,4.01040077594994,4.00474409565251,4.00474409565251,4.00474409565251,4.00474409565251,4.974073,3.35532593727111,2,1797,drink,drink,1,1,NN,5,8.936089209,323.7087082,1,0,1,0.724
837,37G,10,37,838,3.14,3.28,and,0.492,0.035,0,10.2100982268488,10.401310929457,10.1968326966948,10.1968326966948,10.1968326966947,2.4198983,3.65254688262939,,,,,,,,,,,,,,
838,37G,11,37,839,3.28,3.62,carried,0.255,0.215,0,2.93523241165812,3.8213826171586,3.78664157491656,3.78664157491656,3.78664157491656,5.97945,1.98128962516784,2,1798,carried,carry,2,1,VBD,7,8.653041547,301.6745508,0,0,0,0.802
839,37G,12,37,840,3.62,3.72,it,0.187,0,0,8.46206269057084,8.51490576853952,8.43663398022761,8.43663398022761,8.4366339802276,1.108895,0.832521736621856,,,,,,,,,,,,,,
840,37G,13,37,841,3.72,3.95,over,0.666,0,1,5.23138621489243,3.35110217056235,3.4304667017054,3.4304667017054,3.43046670170539,7.3566446,5.08307981491088,,,,,,,,,,,,,,
841,37G,14,37,842,3.95,4.09,to,0.008,0.28,0,6.8615136742837,3.58298928115934,3.40679225396799,3.45872183077062,3.45872183077061,1.187731,0.0176585186272859,,,,,,,,,,,,,,
842,37G,15,37,843,4.09,4.21,the,0.18,0,0,3.8817991358341,1.76326407832766,2.91315713994035,2.96205717576653,2.90140294915539,2.8896165,1.45027112960815,,,,,,,,,,,,,,
843,37G,16,37,844,4.21,4.61,corner,0.579,0.05,1,1.88086513867158,0.814379221422554,0.83933773119565,1.13845075955968,1.13845075955967,0.30939305,0.046330589801073,2,1799,corner,corner,2,1,NN,6,9.853508464,428.1784139,0,0,0,0.935
844,38G,1,38,845,0.37,0.5,The,0.276,0,0,1.67849814215294,1.67849690695004,1.67849690695004,1.67849690695004,1.67849690695003,3.2781107,0.31218871474266,,,,,,,,,,,,,,
845,38G,2,38,846,0.5,0.98,woodpecker,2.205,0.538,2,14.3926895807654,14.4544332563333,14.4426664390298,14.4426664390298,14.4426664390298,10.494714,0.00247077620588243,1,1800,woodpecker,woodpecker,3,1,NN,10,14.20317719,351.3574718,0,1,1,0.677
846,38G,3,38,847,0.98,1.55,finch,0.736,1.244,1,14.227042833267,14.1562794316426,14.0928394107603,14.0928394107603,14.0928394107603,4.7178802,0.000508894154336303,1,1801,finch,finch,1,1,NN,5,5.266274134,293.1783174,0,0,0,0.758
847,38G,5,38,848,1.76,2.16,can,0.852,0.394,1,7.61282336707129,7.5234687893723,7.5234687893723,7.5234687893723,7.52346878937229,0.028809095,0.00605427613481879,1,1802,can,can,1,0,MD,3,,367.4614902,0,0,0,1.252
848,38G,6,38,849,2.16,2.45,even,0.974,0,1,6.28552319116072,6.24216921635014,6.24216921635014,6.24216921635014,6.24216921635014,9.954411,0.0345755293965339,1,1803,even,even,2,1,RB,4,6.537086147,290.0019689,0,1,1,0.77
849,38G,7,38,850,2.45,2.96,modify,0.24,0.342,0,14.0742136490046,14.0400869143376,13.8633134591268,13.8633134591268,13.8633134591267,2.1957648,0.391260087490081,1,1804,modify,modify,3,1,VB,6,9.973913502,302.1226808,0,0,0,0.742
850,38G,8,38,851,2.96,3.2,its,0.457,0.304,0,3.76980630838502,4.73184710549807,4.73184710549807,4.73184710549807,4.73184710549806,4.815242,1.16069591045379,,,,,,,,,,,,,,
851,38G,9,38,852,3.2,3.66,tools,0.381,0,0,11.9904691791009,11.4522962169066,11.3888561960244,11.3888561960244,11.3888561960243,5.9659085,3.69909524917602,1,1805,tools,tool,1,1,NNS,5,7.371824806,335.2812572,0,0,0,0.546
852,38G,10,38,853,3.66,3.78,to,0,0.632,0,2.73925402177683,3.12833222980615,3.06489193443439,3.06489193443439,3.06489193443439,9.611063,3.19571781158447,,,,,,,,,,,,,,
853,38G,11,38,854,3.78,4.19,suit,0.289,0.169,0,8.79106968775726,8.67788283083935,8.61712182779985,8.61712182779985,8.61712182779985,1.8553151,1.11956822872161,1,1806,suit,suit,1,1,VB,4,8.510879909,418.1634436,0,1,1,1.083
854,38G,12,38,855,4.19,4.27,the,0,0.03,0,2.78665424679433,1.07694170392019,1.19994238511381,1.19994238511381,1.19994238511381,9.412981,9.86607456207275,,,,,,,,,,,,,,
855,38G,13,38,856,4.27,5.17,situation,0.88,0.236,1,7.56588291202166,5.35910125381646,4.84567681690242,4.71817039002352,4.71817039002352,1.4413753,0.00369117059744894,1,1807,situation,situation,4,1,NN,9,8.428479064,455.8157323,0,1,1,0.368
856,38G,15,38,857,5.89,6.14,One,1.618,0,2,5.60435600467377,5.78406100809771,6.56249905041728,6.43285050722233,6.45482888413492,1.9564837,0.873178541660308,,,,,,,,,,,,,,
857,38G,16,38,858,6.14,6.422,other,0.3,0,0,6.57547691554064,6.18835005360188,6.22682415349362,6.16333527347451,6.1633352734745,4.0893126,2.62655878067016,2,1808,other,other,2,1,JJ,5,6.004924501,247.5840994,0,1,1,0.753
858,38G,17,38,859,6.422,6.88,interesting,0.141,0.683,0,9.70157233014183,9.27324349133173,9.38467965400775,9.33271219764955,9.33271219764955,8.201066,0.00100633513648062,2,1809,interesting,interesting,3,1,JJ,11,9.089053126,421.8822596,0,1,1,0.849
859,38G,18,38,860,6.88,7.58,example,1.199,1.175,1,5.98937478699858,6.60979853777615,6.54635851689393,6.54635851689393,6.54635851689392,4.9412174,0.876973450183868,2,1810,example,example,3,1,NN,7,7.86843326,344.0607339,0,1,1,1.259
860,38G,19,38,861,7.58,7.65,of,0.494,0.101,0,1.40138188150022,0.60931701217874,0.916653884198194,0.916653884198194,0.916653884198193,7.304915,3.26969861984252,,,,,,,,,,,,,,
861,38G,20,38,862,7.65,8.06,feeding,0.743,0.395,1,10.3338007777784,11.0069698882509,10.5126856064776,10.3571356819635,10.3571356819634,2.813714,3.93849802017211,2,1811,feeding,feed,2,1,VBG,7,7.966273035,310.561136,0,1,1,0.422
862,38G,21,38,863,8.06,8.9,technology,0.761,1.237,1,10.8264798447624,11.0146676727162,10.8912483949847,10.8912483949847,10.8912483949846,3.7164502,3.09324312210083,2,1812,technology,technology,4,1,NN,10,8.560804445,302.0269675,0,1,1,1.019
863,38G,23,38,864,9.24,9.36,is,0.235,0,0,4.08563506308894,4.07977910339051,4.07977910339051,4.07977910339051,4.0797791033905,1.3775668,0.0109712230041623,2,1813,is,be,1,0,VBZ,2,3.470890671,303.6890318,0,0,0,
864,38G,24,38,865,9.36,9.45,the,0,0,0,2.53127110665642,2.59270927537399,2.68897961685858,2.68897961685858,2.68897961685858,10.824952,5.0694842338562,,,,,,,,,,,,,,
865,38G,25,38,866,9.45,9.79,use,1.008,0.5,1,6.72411958544469,6.05026644705581,6.13151205496896,5.97596322841297,5.97596322841296,7.80569,5.12745523452758,2,1814,use,use,1,1,NN,3,5.119064949,314.8858912,0,1,1,0.6
866,38G,26,38,867,9.79,9.94,of,-0.018,0,0,1.04231951564597,0.0148452881836433,0.0062404278590412,0.006345754103445,0.00634575410344508,0.7877344,0.0147496480494737,,,,,,,,,,,,,,
867,38G,27,38,868,9.94,10.29,bait,1.772,0,2,12.8465339593297,10.9572598338127,10.3013692904676,10.6252757231506,10.5454750281395,1.0132502,0.0107951704412698,2,1815,bait,bait,1,1,NN,4,11.44721125,275.8787836,1,0,1,0.631
868,38G,29,38,869,10.35,10.515,to,0.067,0,0,2.73821013808257,4.28214623715391,4.40354856579649,4.45244860162268,4.39179437501154,3.6461096,0.0662614107131958,,,,,,,,,,,,,,
869,38G,30,38,870,10.515,10.962,catch,0.301,0.885,0,7.66597497127513,4.28684165510654,4.1813141541193,4.1813141541193,4.1813141541193,0.0053831623,0.00129365653265267,2,1816,catch,catch,1,1,VB,5,8.259858394,547.3509229,1,0,1,1.139
870,38G,31,38,871,10.962,11.27,prey,2.166,0,2,4.94105040108248,4.26004626137817,4.78251128555327,4.71902295451322,4.71902295451322,6.905529,4.83081483840942,2,1817,prey,prey,1,1,NN,4,10.27336472,308.4025857,0,0,0,0.491
871,39G,1,39,872,0.1,0.19,We,0,0,0,7.59663671930638,7.59657358671378,7.59657358671378,7.59657358671378,7.59657358671377,4.9600134,2.6629102230072,,,,,,,,,,,,,,
872,39G,2,39,873,0.19,0.36,went,1.482,0,1,5.3532359614739,5.93395425231441,5.90568237938767,5.90568237938767,5.90568237938767,6.7552714,0.0705719590187072,1,1818,went,go,1,1,VBD,4,6.373210405,267.96462,0,0,0,0.578
873,39G,3,39,874,0.36,0.47,to,0,0.194,0,1.55960053049959,1.14229944592518,0.728227524840147,0.68571650738561,0.68571650738561,1.0343279,0.0034486127551645,,,,,,,,,,,,,,
874,39G,4,39,875,0.47,0.84,bed,0.813,0,1,9.23623681248376,4.97555812722141,5.67237451096753,5.63585752144656,5.57520302034588,4.8469133,0.84223335981369,1,1819,bed,bed,1,1,NN,3,7.700755596,240.653789,0,1,1,0.719
875,39G,6,39,876,1.11,1.27,I,0,0,0,5.73697068176303,5.30531997062376,4.969071390576,3.74936781775292,4.22795239619302,4.1448674,0.0117015177384018,,,,,,,,,,,,,,
876,39G,7,39,877,1.27,1.45,was,1.181,0.762,1,2.97939064080058,2.75320083495191,3.22416777987036,3.33565609555766,3.35763474695978,2.2769797,0.0162708219140768,2,1820,was,be,1,0,VBD,3,3.714083151,211.2717986,0,0,0,
877,39G,8,39,878,1.45,1.65,too,0,0,0,6.09863150278205,5.52438402819404,5.49397772465819,5.43041912429768,5.43041912429767,4.720414,0.00242499285377562,2,1821,too,too,1,1,RB,3,6.913601781,410.9160739,0,0,0,0.623
878,39G,9,39,879,1.65,2.15,tired,1.263,0.538,1,7.04224032774971,6.40131165987304,3.41050280347597,3.42835313230079,3.4381263321256,0.60650694,1.02190697193145,2,1822,tired,tired,2,1,JJ,5,9.274787745,366.1406998,0,0,0,0.636
879,39G,10,39,880,2.15,2.24,to,0,0.425,0,5.19451623183193,1.36612754383135,1.32334862459254,1.40332801228966,1.34267364843375,0.5716122,0.00013708128244616,,,,,,,,,,,,,,
880,39G,11,39,881,2.24,2.49,clean,0.095,0.057,0,8.84954254604912,8.476350419746,8.58081290134494,8.62971266268159,8.56905816158092,7.2638607,6.85397243499755,2,1823,clean,clean,1,1,VB,5,8.343523313,246.7000057,0,0,0,1.159
881,39G,12,39,882,2.49,2.63,my,0.337,0,0,10.5759828928026,11.7237553855276,11.5323450504556,11.5323450504556,11.5323450504555,1.2928904,0.00914279464632272,,,,,,,,,,,,,,
882,39G,13,39,883,2.63,3.034,teeth,0.63,0,1,7.88937157163532,7.41492684433293,7.41492684433293,7.41492684433293,7.41492684433292,5.145254,4.37610054016113,2,1824,teeth,tooth,1,1,NNS,5,9.280726009,388.0187257,1,0,1,1.314
883,40G,1,40,884,0.08,0.19,The,-0.032,0,0,1.67849814215294,1.67849690695004,1.67849690695004,1.67849690695004,1.67849690695003,3.2781107,0.0248978417366743,,,,,,,,,,,,,,
884,40G,2,40,885,0.19,0.45,pair,1.483,0,1,7.04546832465857,8.53249176394399,8.53103806737688,8.53103806737688,8.53103806737687,8.52398,3.15025663375854,1,1825,pair,pair,1,1,NN,4,9.677625529,322.2695608,0,0,0,0.465
885,40G,3,40,886,0.45,0.61,went,0.237,0,0,6.22697402477867,4.55530147659972,7.1028426758391,7.06700696933919,7.06700696933919,4.7389274,1.47695875167846,1,1826,went,go,1,1,VBD,4,6.472693367,274.5408426,0,0,0,0.578
886,40G,4,40,887,0.61,0.707,to,0,0,0,1.55960053049959,1.55952847699716,1.84700548232022,1.23990764939393,1.23990764939393,1.1601537,0.447721391916275,,,,,,,,,,,,,,
887,40G,5,40,888,0.707,0.77,the,0,0.943,0,1.88086513867158,1.54380818694893,2.15025726386381,2.19915729969,2.13850293583409,1.7378234,0.0325354970991611,,,,,,,,,,,,,,
888,40G,6,40,889,0.77,1.11,same,0.972,0.388,1,4.96235572966,5.89999879911601,5.34506550603266,5.26084333362294,5.26084333362294,3.5901797,3.16235160827636,1,1827,same,same,1,1,JJ,4,6.959152188,334.1570913,0,1,1,0.533
889,40G,7,40,890,1.11,1.67,barn,0.86,1.116,1,13.4547390830324,13.7924742983912,13.3962881839032,13.3182310464061,13.2575765453054,10.196042,0.88010823726654,1,1828,barn,barn,1,1,NN,4,11.18661917,227.112858,0,0,0,0.825
890,40G,8,40,891,1.67,2.12,spent,0.8,0.428,1,9.70877822936388,9.64483753957334,9.49973468668771,9.49973468668771,9.49973468668771,7.8524146,5.81443262100219,1,1829,spent,spend,1,1,VBD,5,8.503332271,249.2999039,0,0,0,0.509
891,40G,9,40,892,2.12,2.28,ten,0,0,0,5.41704819016296,5.91604051640745,5.937935448502,5.937935448502,5.93793544850199,5.4130855,1.63581895828247,,,,,,,,,,,,,,
892,40G,10,40,893,2.28,2.69,minutes,0.977,0.798,1,3.51177406976349,5.65620048972115,5.57320967735676,5.50972134631672,5.50972134631672,2.689846,0.441049486398696,1,1830,minutes,minute,2,1,NNS,7,7.555269548,336.2482608,0,0,0,0.749
893,40G,11,40,894,2.69,2.77,and,0,0.027,0,2.39600650761494,3.17454418963501,3.16371228368116,3.16371228368116,3.16371228368116,3.5542114,0.165040984749794,,,,,,,,,,,,,,
894,40G,12,40,895,2.77,3.37,returned,0.797,0.142,1,7.08158181456593,8.38765022509384,8.30181021137623,8.26503080986164,8.26503080986164,6.1575327,3.6636803150177,1,1831,returned,return,2,1,VBD,8,7.853181794,375.3172172,1,0,1,0.681
895,40G,14,40,896,3.81,3.9,The,0,0,0,1.89839088362354,2.21026287170831,2.23624509019498,2.258573578507,2.258573578507,2.5146267,0.647018492221832,,,,,,,,,,,,,,
896,40G,15,40,897,3.9,4.32,burly,1.31,0.161,1,14.5553773310974,14.2227662863418,14.2863215928279,14.3352213541646,14.2745668530639,9.858768,0.000403084559366107,2,1832,burly,burly,2,1,JJ,5,14.15904377,246.4269225,1,0,1,0.581
897,40G,16,40,898,4.32,4.73,man,0.333,0.813,0,4.39714856784353,4.67002657286094,4.77448905445988,4.71100072341983,4.71100072341983,1.657758,0.0113717960193753,2,1833,man,man,1,1,NN,3,5.532196203,278.0132762,0,0,0,0.746
898,40G,17,40,899,4.73,5.19,drove,0.752,0,1,9.89447259439932,9.1918046427873,9.12836462190508,9.12836462190508,9.12836462190507,2.3803105,0.458717286586761,2,1834,drove,drive,1,1,VBD,5,7.800706507,270.9170418,1,0,1,0.314
899,40G,18,40,900,5.19,5.26,the,0,0.221,0,1.79257009057022,2.29752748610254,2.23408719073078,2.23408719073078,2.23408719073078,6.241756,3.60692501068115,,,,,,,,,,,,,,
900,40G,19,40,901,5.26,5.66,jeep,0.278,1.206,0,13.9521130189899,13.0398207048498,12.9098345395291,12.9098345395291,12.9098345395291,2.4740632,0.695643305778503,2,1835,jeep,jeep,1,1,NN,4,11.72188518,363.5967547,0,0,0,0.625
901,40G,21,40,902,5.77,6.198,under,1.638,0.786,2,7.85097323085471,7.87422304328447,7.81078302240225,7.81078302240225,7.81078302240225,7.49292,0.000148881314089521,,,,,,,,,,,,,,
902,40G,22,40,903,6.198,6.62,cover,0.65,0.156,1,5.97054535400931,5.62180914714424,5.62180914714424,5.62180914714424,5.62180914714423,0.02571889,0.00158875074703246,2,1836,cover,cover,2,1,NN,5,8.365434407,315.5842391,1,0,1,0.453
903,40G,23,40,904,6.62,6.78,in,0.001,0,0,4.51313439453011,4.89829810732838,4.58298731437336,4.58298731437336,4.58298731437335,6.288105,1.55088949203491,,,,,,,,,,,,,,
904,40G,24,40,905,6.78,7.11,another,0.877,0.779,1,7.35753108296882,7.8627592624255,7.83646371413684,7.7729753830968,7.77297538309679,4.9656334,1.32376050949096,,,,,,,,,,,,,,
905,40G,25,40,906,7.11,7.48,barn,0.639,0,1,12.855700811776,13.1173519204015,13.0082060983893,13.0082060983893,13.0082060983893,4.820432,2.62746906280517,2,1837,barn,barn,1,1,NN,4,8.368411195,148.4017661,0,0,0,0.825
906,40G,26,40,907,7.48,7.74,and,0.229,0.721,0,2.84237809241254,3.16129842272738,3.16129842272738,3.16129842272738,3.16129842272737,7.232807,5.56338930130004,,,,,,,,,,,,,,
907,40G,28,40,908,7.79,8.09,closed,0.556,0,1,8.71763605195517,8.82121028542511,8.73005340945201,8.73005340945201,8.73005340945201,1.7475297,1.14931261539459,2,1838,closed,close,1,1,VBD,6,7.718406925,383.4192076,1,0,1,0.477
908,40G,29,40,909,8.09,8.15,the,0,0.272,0,2.74897616654849,1.79675536972565,1.91123781723963,1.91123781723963,1.91123781723963,1.9062872,0.0604134462773799,,,,,,,,,,,,,,
909,40G,30,40,910,8.15,8.51,doors,0.906,0,1,9.72832847186698,7.6693907190246,8.05710389060599,7.96779597612762,7.96779597612761,6.734665,2.23583555221557,2,1839,doors,door,1,1,NNS,5,6.924693107,490.9790154,0,0,0,0.547
910,41G,1,41,911,0.07,0.49,Lady,1.818,0.113,2,8.72661021274923,8.72630058855593,8.72630058855593,8.72630058855593,8.72630058855593,10.358044,4.47980117797851,1,1840,Lady,lady,2,1,NN,4,10.06514254,281.3111422,0,0,0,0.581
911,41G,2,41,912,0.49,0.89,Rose,0.394,0.652,0,11.5462550820332,11.7676396741161,11.7385163346577,11.7385163346577,11.7385163346577,6.6842375,6.97109985351562,1,1841,Rose,Rose,1,0,NNP,4,,294.3929804,0,0,0,
912,41G,4,41,913,0.95,1.17,went,0.625,0,1,7.89370027157177,7.34428915891465,7.34428915891465,7.34428915891465,7.34428915891464,6.615031,1.18309128284454,1,1842,went,go,1,1,VBD,4,5.90505019,269.6438467,0,0,0,0.578
913,41G,5,41,914,1.17,1.26,to,0,0.202,0,1.55960053049959,1.43794622046565,1.51314358876246,1.51314358876246,1.51314358876245,1.2692424,0.00140520499553531,,,,,,,,,,,,,,
914,41G,6,41,915,1.26,1.915,sleep,0.625,1.793,1,8.44976995132201,6.09813577468533,6.5816095606884,6.51812122964836,6.51812122964835,3.9992871,3.25956487655639,1,1843,sleep,sleep,1,1,VB,5,8.280522906,442.3106869,0,1,1,0.702
915,41G,8,41,916,2.06,2.62,Crowe,1.006,0.186,1,12.8043701711345,12.9105163715293,13.3546085952443,13.4147635253948,13.2761539969033,12.042985,5.45652961730957,2,1844,Crowe, Crowe,,0,NNP,5,,260.5343597,0,0,0,
916,41G,9,41,917,2.62,3.131,lovingly,0.424,0.095,0,14.2627154929843,14.089524675159,14.0381819569781,14.0381819569781,14.0381819569781,4.380784,0.307856291532516,2,1845,lovingly,lovingly,3,1,RB,8,13.17301899,261.9949277,0,0,0,0.596
917,41G,10,41,918,3.131,3.81,arranged,0.513,0.989,1,9.6799996487591,9.6082162440298,9.6082162440298,9.6082162440298,9.6082162440298,11.313436,2.21020555496215,2,1846,arranged,arrange,2,1,VBD,8,8.951526636,299.8040001,1,0,1,0.311
918,41G,11,41,919,3.81,3.87,the,0,0,0,3.02100105809713,3.0006311898483,3.0006311898483,3.0006311898483,3.00063118984829,0.017259285,0.000533676764462143,,,,,,,,,,,,,,
919,41G,12,41,920,3.87,4.2,wheel,0.538,0,1,10.0500971800664,10.0230226304829,9.93271008431355,9.93271008431355,9.93271008431355,6.1361814,6.31476783752441,2,1847,wheel,wheel,1,1,NN,5,10.09382187,218.5260398,0,0,0,0.808
920,41G,13,41,921,4.2,4.38,of,0.621,0.107,1,3.22367013034691,2.13361427725019,2.49515569532232,2.49515569532232,2.49515569532232,1.6113534,0.00790101010352373,,,,,,,,,,,,,,
921,41G,14,41,922,4.38,4.51,her,0,0.549,0,5.04602947198266,6.28763346669094,6.49398262011053,6.30863191597049,6.30863191597048,8.63028,8.68036746978759,,,,,,,,,,,,,,
922,41G,15,41,923,4.51,4.97,straw,1.083,0.096,1,14.3168865513139,14.9975887525319,14.6274011886577,14.6274011886577,14.6274011886576,1.9441518,0.329156905412673,2,1848,straw,straw,1,1,NN,5,10.56800251,421.0431269,0,0,0,1.454
923,41G,16,41,924,4.97,5.4,hat,0.382,1.089,0,4.18630217791418,3.95455176310465,3.95455176310465,3.95455176310465,3.95455176310465,1.830373,0.913145184516906,2,1849,hat,hat,1,1,NN,3,7.300007912,433.0680281,1,0,1,1.073
924,41G,18,41,925,5.52,5.65,to,0,0,0,4.11729715623857,4.36179431598462,4.34922955760852,4.34922955760852,4.34922955760852,9.751806,2.00710678100585,,,,,,,,,,,,,,
925,41G,19,41,926,5.65,5.99,cover,0.122,0.049,0,6.99245780807472,7.32853455767479,7.1661696070337,7.1661696070337,7.16616960703369,1.8009311,0.0560582280158996,2,1850,cover,cover,2,1,VB,5,7.713045035,351.9376636,1,0,1,0.453
926,41G,20,41,927,5.99,6.155,her,0.424,0.019,0,6.05138252149726,4.75218842683546,4.76018924774527,4.76018924774527,4.76018924774527,3.0602643,0.000446934951469302,,,,,,,,,,,,,,
927,41G,21,41,928,6.155,6.746,face,0.531,0.498,1,6.27084074603702,4.68053787504017,4.1395173584298,4.29888158949542,4.29888158949541,3.8688788,1.53802835941314,2,1851,face,face,1,1,NN,4,7.761834816,458.9164376,0,0,0,0.311
928,42G,1,42,929,0.38,0.93,Trim,1.453,0.015,1,16.4149681585087,16.4034933980684,16.4034933980684,16.4034933980684,16.4034933980684,7.7840805,1.68669545650482,1,1852,Trim,trim,1,1,VB,4,11.2827238,376.606464,1,0,1,0.717
929,42G,2,42,930,0.93,1.05,the,0.212,0,0,6.70841823517425,6.40288228898124,6.40288228898124,6.40288228898124,6.40288228898124,4.713438,0.657046973705291,,,,,,,,,,,,,,
930,42G,3,42,931,1.05,1.36,wide,1.032,0.206,1,9.76202370898803,9.39156494945518,9.39156494945518,9.39156494945518,9.39156494945517,1.3406211,0.00395848648622632,1,1853,wide,wide,1,1,JJ,4,8.505181252,218.488946,0,0,0,0.44
